source_locality,source_code,source_name,target_code,target_name,stat_2022,match_method,elections,result_rows,eligible,actual_voters
צור משה,,צור משה,276,צור משה,1,automatic_name_match,K17,2,0,1041
כפר שמריהו,,כפר שמריהו,267,כפר שמריהו,1,automatic_name_match,K17,2,0,1039
דגניה א [62],62,דגניה א,62,דגניה א',1,automatic_code_match,K25 K24 K23,3,1552,1033
נתיב הגדוד [3555],3555,נתיב הגדוד,3555,נתיב הגדוד,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1623,1032
טובא-זנגריה,,טובא-זנגריה,962,טובא-זנגרייה,1,reviewed_locality,K17,4,0,1029
נורדיה,,נורדיה,447,נורדייה,1,reviewed_locality,K17,2,0,1026
בית יצחק-שער חפר,,בית יצחק-שער חפר,326,בית יצחק-שער חפר,1,automatic_name_match,K17,2,0,1021
כרמי יוסף,,כרמי יוסף,1264,כרמי יוסף,1,automatic_name_match,K17,2,0,1009
יהל [1158],1158,יהל,1158,יהל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1853,1007
עלי,,עלי,3765,עלי,1,automatic_name_match,K17,2,0,1007
מוקייבלה,,מוקייבלה,635,מוקייבלה,1,automatic_name_match,K17,2,0,1005
מקווה ישראל [22],22,מקווה ישראל,22,מקווה ישראל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1464,1004
אלמוג [3556],3556,אלמוג,3556,אלמוג,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1448,987
ג'ש (גוש חלב),,ג'ש (גוש חלב),487,ג'ש (גוש חלב),1,automatic_name_match,K17,3,0,973
עין אלאסד [546],546,עין אלאסד,546,עין אל-אסד,1,automatic_code_match,K25 K24 K23,3,1971,970
"גבעת ח""ן [207]",207,"גבעת ח""ן",207,"גבעת ח""ן",1,automatic_code_match,K20 K19 K18 K16,4,1184,969
קלע [4024],4024,קלע,4024,קלע,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18,8,1584,966
אשדות יעקב (איחוד) [199],199,אשדות יעקב (איחוד),199,אשדות יעקב (איחוד),1,automatic_code_match,K22 K21,2,1299,964
כמהין [1291],1291,כמהין,1291,כמהין,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19,7,1359,964
עמנואל,,עמנואל,3660,עמנואל,1,automatic_name_match,K17,2,0,959
פוריה - כפר עבודה [1104],1104,פוריה - כפר עבודה,1104,פורייה - כפר עבודה,1,reviewed_locality,K22 K21 K20 K19 K18 K16,6,1437,959
פסוטה,,פסוטה,535,פסוטה,1,automatic_name_match,K17,3,0,959
כפר אדומים,,כפר אדומים,3638,כפר אדומים,1,automatic_name_match,K17,2,0,957
מרכז שפירא,,מרכז שפירא,1098,מרכז שפירא,1,automatic_name_match,K17,2,0,957
רועי [3619],3619,רועי,3619,רועי,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1343,956
מרחב עם [1340],1340,מרחב עם,1340,מרחב עם,1,automatic_code_match,K25 K24 K23 K22 K21 K20,6,1132,951
גבע בנימין,,גבע בנימין,3763,גבע בנימין,1,automatic_name_match,K17,2,0,950
נס עמים [1143],1143,נס עמים,1143,נס עמים,1,automatic_code_match,K25 K24 K23 K22 K21,5,1172,948
גן נר,,גן נר,1274,גן נר,1,automatic_name_match,K17,2,0,947
עמוקה [1212],1212,עמוקה,1212,עמוקה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1378,946
מבוא מודיעים [1141],1141,מבוא מודיעים,1141,מבוא מודיעים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1580,942
אבו קרינאת יישוב [1342],1342,אבו קרינאת יישוב,1342,אבו קורינאת (יישוב),1,automatic_code_match,K25 K24 K23,4,1902,937
גיזו [1043],1043,גיזו,1043,גיזו,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1187,936
משואה [3605],3605,משואה,3605,משואה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1366,934
בקעות [3612],3612,בקעות,3612,בקעות,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1264,931
יעף [1044],1044,יעף,1044,יעף,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19,7,1134,931
בית הערבה [3645],3645,בית הערבה,3645,בית הערבה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1115,924
הראל [464],464,הראל,464,הראל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1788,923
נוף איילון,,נוף איילון,1333,נוף איילון,1,automatic_name_match,K17,2,0,922
גורנות הגליל [1219],1219,גורנות הגליל,1219,גורנות הגליל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1488,913
ח'ואלד [1321],1321,ח'ואלד,1321,ח'ואלד,1,automatic_code_match,K22 K21 K20 K19 K18 K16,6,1820,911
שמשית,,שמשית,1337,שמשית,1,automatic_name_match,K17,2,0,899
"כפר מל""ל [98]",98,"כפר מל""ל",98,"כפר מל""ל",1,automatic_code_match,K20 K19 K18 K16,4,1124,897
גבעת אלה,,גבעת אלה,1288,גבעת אלה,1,automatic_name_match,K17,2,0,896
שגב [917],917,שגב,917,עצמון שגב,1,reviewed_locality,K18 K16,3,1214,896
פרי גן [1231],1231,פרי גן,1231,פרי גן,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1342,895
לפיד,,לפיד,1310,לפיד,1,automatic_name_match,K17,2,0,888
מתת [1184],1184,מתת,1184,מתת,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1327,886
כפר ויתקין,,כפר ויתקין,190,כפר ויתקין,1,automatic_name_match,K17,2,0,884
צוקים [1262],1262,צוקים,1262,צוקים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19,7,1214,871
תמרת,,תמרת,1244,תמרת,1,automatic_name_match,K17,2,0,866
גלעד אבן יצחק [369],369,גלעד אבן יצחק,369,גלעד (אבן יצחק),1,automatic_code_match,K25 K24 K23,3,1104,862
כפר ברא,,כפר ברא,633,כפר ברא,1,automatic_name_match,K17,2,0,862
"ניר ח""ן [11]",11,"ניר ח""ן",11,"ניר ח""ן",1,automatic_code_match,K20 K19 K18 K16,4,1290,859
מעגן מיכאל,,מעגן מיכאל,694,מעגן מיכאל,1,automatic_name_match,K17,2,0,849
מצפה [58],58,מצפה,58,מצפה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1139,843
סייד שבט [1170],1170,סייד שבט,1359,אל סייד,1,reviewed_locality,K25 K24 K23,9,2790,837
גבעת אבני,,גבעת אבני,1293,גבעת אבני,1,automatic_name_match,K17,2,0,834
ייטב [3607],3607,ייטב,3607,"ייט""ב",1,automatic_code_match,K25 K24 K23 K22 K21,5,1124,834
אשדות יעקב (מאוח [188],188,אשדות יעקב (מאוח,188,אשדות יעקב (מאוחד),1,reviewed_locality,K20 K19 K18,3,1226,829
גבעת ברנר,,גבעת ברנר,147,גבעת ברנר,1,automatic_name_match,K17,2,0,829
האון [702],702,האון,702,האון,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1405,827
קדרים [1211],1211,קדרים,1211,קדרים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19,7,1179,827
בן שמן (כפר נוער) [1084],1084,בן שמן (כפר נוער),1084,בן שמן (כפר נוער),1,automatic_code_match,K22 K21 K20 K19 K18,5,1189,821
שילה,,שילה,3641,שילה,1,automatic_name_match,K17,2,0,815
"דוב""ב [1067]",1067,"דוב""ב",1067,"דוב""ב",1,automatic_code_match,K20 K19 K18 K16,4,1309,814
"פעמי תש""ז [2059]",2059,"פעמי תש""ז",2059,"פעמי תש""ז",1,automatic_code_match,K20 K19 K18 K16,4,1119,809
לפידות [1173],1173,לפידות,1173,לפידות,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1113,808
יגור,,יגור,96,יגור,1,automatic_name_match,K17,2,0,805
כפר חסידים ב' [889],889,כפר חסידים ב',889,כפר חסידים ב',1,automatic_code_match,K22 K21 K20 K19 K18 K16,6,1079,799
עדי,,עדי,1199,עדי,1,automatic_name_match,K17,2,0,793
עין חוד [1320],1320,עין חוד,1320,עין חוד,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18,8,1389,792
אלרום [4003],4003,אלרום,4003,אל -רום,1,automatic_code_match,K25 K24 K23,3,1089,788
נגוהות [3724],3724,נגוהות,3724,נגוהות,1,automatic_code_match,K25 K24 K23 K22 K21 K20,6,893,787
חמרה [3609],3609,חמרה,3609,חמרה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1202,786
ראס אל-עין [1334],1334,ראס אל-עין,1334,ראס אל-עין,1,automatic_code_match,K22 K21 K20 K19 K18 K16,6,1262,784
נען,,נען,158,נען,1,automatic_name_match,K17,2,0,778
כפר האורנים,,כפר האורנים,3796,כפר האורנים,1,automatic_name_match,K17,2,0,776
מכורה [3614],3614,מכורה,3614,מכורה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1139,775
יפית [3566],3566,יפית,3566,יפית,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1319,773
לוטן [1255],1255,לוטן,1255,לוטן,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1342,769
סולם,,סולם,526,סולם,1,automatic_name_match,K17,2,0,759
חואלד [1321],1321,חואלד,1321,ח'ואלד,1,automatic_code_match,K25 K24 K23,3,1565,755
ארגמן [3598],3598,ארגמן,3598,ארגמן,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1143,741
כחלה [1367],1367,כחלה,1367,כחלה,1,automatic_code_match,K25 K24 K23 K22 K21,5,1246,741
עין תמר [1251],1251,עין תמר,1251,עין תמר,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18,8,1119,741
כפר מצר,,כפר מצר,512,כפר מצר,1,automatic_name_match,K17,2,0,738
שייח' דנון,,שייח' דנון,658,שייח' דנון,1,automatic_name_match,K17,2,0,729
גלגל [3606],3606,גלגל,3606,גלגל,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1242,728
כרם יבנה (ישיבה) [1094],1094,כרם יבנה (ישיבה),1094,כרם יבנה (ישיבה),1,automatic_code_match,K22 K21 K20 K19 K18,5,801,715
סלמה,,סלמה,1245,סלמה,1,automatic_name_match,K17,2,0,711
פסגות,,פסגות,3659,פסגות,1,automatic_name_match,K17,1,0,711
"תלמי ביל""ו [2050]",2050,"תלמי ביל""ו",2050,"תלמי ביל""ו",1,automatic_code_match,K20 K19 K18 K16,4,1050,708
בוקעאתא [4001],4001,בוקעאתא,4001,בוקעאתא,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,10,4172,704
בית זית,,בית זית,710,בית זית,1,automatic_name_match,K17,2,0,701
מטולה,,מטולה,43,מטולה,1,automatic_name_match,K17,2,0,701
אודם [4010],4010,אודם,4010,אודם,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,954,700
בני דרור,,בני דרור,386,בני דרור,1,automatic_name_match,K17,2,0,700
תראבין אצאנעישוב [1346],1346,תראבין אצאנעישוב,1346,תרבין א-צאנע (יישוב)*,1,automatic_code_match,K25 K24 K23,3,1854,700
אשדות יעקב (מאוחד) [188],188,אשדות יעקב (מאוחד),188,אשדות יעקב (מאוחד),1,automatic_code_match,K22 K21,2,1022,697
אליעד [4002],4002,אליעד,4002,אלי-עד,1,automatic_code_match,K25 K24 K23,3,948,688
אפיקים,,אפיקים,176,אפיקים,1,automatic_name_match,K17,2,0,682
צבעון [1213],1213,צבעון,1213,צבעון,1,automatic_code_match,K25 K24 K23 K22 K21,5,847,682
תפרח,,תפרח,709,תפרח,1,automatic_name_match,K17,1,0,666
חולית [1239],1239,חולית,1239,חולית,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18,8,997,665
קדרון,,קדרון,615,קדרון,1,automatic_name_match,K17,1,0,658
יסוד המעלה,,יסוד המעלה,29,יסוד המעלה,1,automatic_name_match,K17,2,0,646
טלמון,,טלמון,3788,טלמון,1,automatic_name_match,K17,1,0,642
אבטין,,אבטין,652,אבטין,1,automatic_name_match,K17,2,0,640
נחלים,,נחלים,449,נחלים,1,automatic_name_match,K17,1,0,634
מכמורת,,מכמורת,382,מכמורת,1,automatic_name_match,K17,2,0,633
כישור [1153],1153,כישור,1153,כישור,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19,7,828,627
תקוע,,תקוע,3563,תקוע,1,automatic_name_match,K17,2,0,625
יובלים,,יובלים,1226,יובלים,1,automatic_name_match,K17,1,0,624
יקנעם (מושבה),,יקנעם (מושבה),241,יקנעם (מושבה),1,automatic_name_match,K17,1,0,623
שתולים,,שתולים,763,שתולים,1,automatic_name_match,K17,2,0,620
נעורים [186],186,נעורים,186,נעורים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,1434,619
נווה דניאל,,נווה דניאל,3725,נווה דניאל,1,automatic_name_match,K17,1,0,614
רמות השבים,,רמות השבים,206,רמות השבים,1,automatic_name_match,K17,1,0,614
גן שמואל,,גן שמואל,72,גן שמואל,1,automatic_name_match,K17,2,0,613
הר עמשא [1261],1261,הר עמשא,1261,הר עמשא,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19,7,846,612
גבעת חיים (מאוחד),,גבעת חיים (מאוחד),173,גבעת חיים (מאוחד),1,automatic_name_match,K17,1,0,610
ברקן,,ברקן,3654,ברקן,1,automatic_name_match,K17,1,0,608
אביחיל,,אביחיל,175,אביחיל,1,automatic_name_match,K17,1,0,606
בית השיטה,,בית השיטה,242,בית השיטה,1,automatic_name_match,K17,2,0,605
גבעת חיים )מאוחד( [173],173,גבעת חיים )מאוחד(,173,גבעת חיים (מאוחד),1,automatic_code_match,K16,1,828,604
מצפה יריחו,,מצפה יריחו,3576,מצפה יריחו,1,automatic_name_match,K17,1,0,601
הושעיה,,הושעיה,1186,הושעיה,1,automatic_name_match,K17,1,0,599
אחיעזר,,אחיעזר,797,אחיעזר,1,automatic_name_match,K17,1,0,596
יד השמונה [1134],1134,יד השמונה,1134,יד השמונה,1,automatic_code_match,K25 K24 K23 K22 K21,5,814,595
יקנעם )מושבה( [241],241,יקנעם )מושבה(,241,יקנעם (מושבה),1,automatic_code_match,K16,1,796,592
אשל הנשיא [2021],2021,אשל הנשיא,2021,אשל הנשיא,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,938,590
כוכב השחר,,כוכב השחר,3564,כוכב השחר,1,automatic_name_match,K17,1,0,587
שפיים,,שפיים,232,שפיים,1,automatic_name_match,K17,1,0,587
טייבה (בעמק),,טייבה (בעמק),497,טייבה (בעמק),1,automatic_name_match,K17,1,0,586
מסעדה [4203],4203,מסעדה,4203,מסעדה,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,2504,586
משמר העמק,,משמר העמק,130,משמר העמק,1,automatic_name_match,K17,1,0,585
עשרת,,עשרת,591,עשרת,1,automatic_name_match,K17,1,0,585
כפר כמא,,כפר כמא,508,כפר כמא,1,automatic_name_match,K17,3,0,582
מעלה אפרים,,מעלה אפרים,3608,מעלה אפרים,1,automatic_name_match,K17,2,0,582
הזורע,,הזורע,250,הזורע,1,automatic_name_match,K17,1,0,581
מגדל,,מגדל,65,מגדל,1,automatic_name_match,K17,2,0,581
חירות,,חירות,162,חירות,1,automatic_name_match,K17,1,0,578
ניר צבי,,ניר צבי,331,ניר צבי,1,automatic_name_match,K17,1,0,573
גבעון החדשה,,גבעון החדשה,3644,גבעון החדשה,1,automatic_name_match,K17,1,0,572
אלון מורה,,אלון מורה,3579,אלון מורה,1,automatic_name_match,K17,1,0,568
עין ורד,,עין ורד,157,עין ורד,1,automatic_name_match,K17,1,0,566
כפר הס,,כפר הס,187,כפר הס,1,automatic_name_match,K17,1,0,563
עין שריד,,עין שריד,880,עין שריד,1,automatic_name_match,K17,1,0,561
מנחמיה,,מנחמיה,48,מנחמיה,1,automatic_name_match,K17,2,0,557
נירית,,נירית,1236,נירית,1,automatic_name_match,K17,1,0,556
עוזייר,,עוזייר,528,עוזייר,1,automatic_name_match,K17,2,0,556
אבו קורינאת (שבט),,אבו קורינאת (שבט),1342,אבו קורינאת (יישוב),1,reviewed_locality,K17,3,0,554
גבעת חיים (איחוד),,גבעת חיים (איחוד),2018,גבעת חיים (איחוד),1,automatic_name_match,K17,1,0,551
נווה ירק,,נווה ירק,858,נווה ירק,1,automatic_name_match,K17,1,0,549
שלומית [1364],1364,שלומית,1364,שלומית,1,automatic_code_match,K25 K24 K23 K22 K21,5,647,548
ראס אלעין [1334],1334,ראס אלעין,1334,ראס אל-עין,1,automatic_code_match,K25 K24 K23,3,834,546
פוריה כפר עבודה [1104],1104,פוריה כפר עבודה,1104,פורייה - כפר עבודה,1,automatic_code_match,K25 K24 K23,3,819,545
גבעת חיים )איחוד( [2018],2018,גבעת חיים )איחוד(,2018,גבעת חיים (איחוד),1,automatic_code_match,K16,1,771,544
כפר סירקין,,כפר סירקין,249,כפר סירקין,1,automatic_name_match,K17,1,0,543
מנורה [3796],3796,מנורה,3796,כפר האורנים,1,automatic_code_match,K16,1,637,543
בארי,,בארי,399,בארי,1,automatic_name_match,K17,1,0,542
רשפון,,רשפון,247,רשפון,1,automatic_name_match,K17,1,0,542
"כפר ביל""ו",,"כפר ביל""ו",177,"כפר ביל""ו",1,automatic_name_match,K17,1,0,540
שדה ורבורג,,שדה ורבורג,284,שדה ורבורג,1,automatic_name_match,K17,1,0,538
בית אלעזרי,,בית אלעזרי,562,בית אלעזרי,1,automatic_name_match,K17,1,0,532
איילת השחר,,איילת השחר,77,איילת השחר,1,automatic_name_match,K17,2,0,528
חלמיש,,חלמיש,3573,נווה צוף,1,reviewed_locality,K17,1,0,525
מעלה מכמש,,מעלה מכמש,3651,מעלה מכמש,1,automatic_name_match,K17,1,0,525
חצרים,,חצרים,397,חצרים,1,automatic_name_match,K17,1,0,524
מעברות,,מעברות,197,מעברות,1,automatic_name_match,K17,1,0,524
ביצרון,,ביצרון,234,ביצרון,1,automatic_name_match,K17,1,0,520
ברקת,,ברקת,2038,ברקת,1,automatic_name_match,K17,1,0,519
נווה ימין,,נווה ימין,686,נווה ימין,1,automatic_name_match,K17,1,0,516
שער אפרים,,שער אפרים,661,שער אפרים,1,automatic_name_match,K17,1,0,516
גאליה,,גאליה,853,גאליה,1,automatic_name_match,K17,1,0,515
צרעה,,צרעה,567,צרעה,1,automatic_name_match,K17,1,0,514
אלעזר,,אלעזר,3618,אלעזר,1,automatic_name_match,K17,1,0,513
כפר גלים [427],427,כפר גלים,427,כפר גלים,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18 K16,9,832,511
אחוזת ברק,,אחוזת ברק,1330,אחוזת ברק,1,automatic_name_match,K17,1,0,510
נווה אטיב [4303],4303,נווה אטיב,4303,"נווה אטי""ב",1,automatic_code_match,K25 K24 K23 K22 K21,5,847,509
אבו קורינאת )שבט( [968],968,אבו קורינאת )שבט(,1342,אבו קורינאת (יישוב),1,reviewed_locality,K16,3,1731,505
אבו קרינאת (יישוב) [1342],1342,אבו קרינאת (יישוב),1342,אבו קורינאת (יישוב),1,automatic_code_match,K22 K21,2,1097,504
חמדת [3646],3646,חמדת,3646,חמדת,1,automatic_code_match,K25 K24 K23 K22 K21,5,645,502
"כפר הרא""ה",,"כפר הרא""ה",217,"כפר הרא""ה",1,automatic_name_match,K17,1,0,501
כברי,,כברי,576,כברי,1,automatic_name_match,K17,1,0,499
כרם שלום [1085],1085,כרם שלום,1085,כרם שלום,1,automatic_code_match,K25 K24 K23 K22 K21 K20 K19 K18,8,969,497
חופית,,חופית,115,חופית,1,automatic_name_match,K17,1,0,496
חרות [162],162,חרות,162,חירות,1,automatic_code_match,K16,1,610,495
דליה,,דליה,300,דלייה,1,reviewed_locality,K17,1,0,494
עין החורש,,עין החורש,167,עין החורש,1,automatic_name_match,K17,1,0,488
בית גמליאל,,בית גמליאל,571,בית גמליאל,1,automatic_name_match,K17,1,0,487
